Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Posts 1682,1,5,5,5,0.00,0.000%,200.00000,318.95,435.35,1633.0
Posts 1683,1,6,6,6,0.00,0.000%,166.66667,159.34,265.62,979.0
Posts 1684,1,7,7,7,0.00,0.000%,142.85714,252.37,333.98,1809.0
Posts 1685,1,17,17,17,0.00,0.000%,58.82353,108.63,143.90,1891.0
Posts 1686,1,47,47,47,0.00,0.000%,21.27660,22.15,34.62,1066.0
Posts 1687,1,15,15,15,0.00,0.000%,66.66667,66.80,107.75,1026.0
Posts 1688,1,11,11,11,0.00,0.000%,90.90909,134.85,186.35,1519.0
Posts 1689,1,10,10,10,0.00,0.000%,100.00000,174.80,233.40,1790.0
Posts 1690,1,7,7,7,0.00,0.000%,142.85714,172.99,264.79,1240.0
Posts 1691,1,9,9,9,0.00,0.000%,111.11111,164.82,231.77,1519.0
Posts 1692,1,10,10,10,0.00,0.000%,100.00000,92.97,155.66,952.0
Posts 1693,1,10,10,10,0.00,0.000%,100.00000,177.05,232.91,1813.0
Posts 1694,1,13,13,13,0.00,0.000%,76.92308,93.45,141.83,1244.0
Posts 1695,1,10,10,10,0.00,0.000%,100.00000,149.02,206.05,1526.0
Posts 1696,1,8,8,8,0.00,0.000%,125.00000,194.82,268.19,1596.0
Posts 1697,1,4,4,4,0.00,0.000%,250.00000,383.54,540.77,1571.0
Posts 1698,1,4,4,4,0.00,0.000%,250.00000,280.52,428.71,1149.0
Posts 1699,1,9,9,9,0.00,0.000%,111.11111,204.86,270.40,1888.0
Posts 1700,1,6,6,6,0.00,0.000%,166.66667,175.62,283.04,1079.0
Posts 1701,1,5,5,5,0.00,0.000%,200.00000,202.15,329.10,1035.0
Posts 1702,1,4,4,4,0.00,0.000%,250.00000,249.02,406.98,1020.0
Posts 1703,1,4,4,4,0.00,0.000%,250.00000,277.59,434.08,1137.0
Posts 1704,1,4,4,4,0.00,0.000%,250.00000,397.46,553.96,1628.0
Posts 1705,1,4,4,4,0.00,0.000%,250.00000,297.12,456.54,1217.0
Posts 1706,1,4,4,4,0.00,0.000%,250.00000,204.35,370.12,837.0
Posts 1707,1,4,4,4,0.00,0.000%,250.00000,470.21,615.48,1926.0
Posts 1708,1,5,5,5,0.00,0.000%,200.00000,340.04,463.28,1741.0
Posts 1709,1,5,5,5,0.00,0.000%,200.00000,385.35,497.66,1973.0
Posts 1710,1,5,5,5,0.00,0.000%,200.00000,207.62,332.03,1063.0
Posts 1711,1,4,4,4,0.00,0.000%,250.00000,356.20,513.67,1459.0
Posts 1712,1,4,4,4,0.00,0.000%,250.00000,291.02,447.75,1192.0
Posts 1713,1,5,5,5,0.00,0.000%,200.00000,289.06,404.88,1480.0
Posts 1714,1,5,5,5,0.00,0.000%,200.00000,290.82,410.16,1489.0
Posts 1715,1,5,5,5,0.00,0.000%,200.00000,277.73,401.56,1422.0
Posts 1716,1,5,5,5,0.00,0.000%,200.00000,249.02,362.11,1275.0
Posts 1717,1,5,5,5,0.00,0.000%,200.00000,188.87,312.70,967.0
Posts 1718,1,6,6,6,0.00,0.000%,166.66667,226.56,332.19,1392.0
Posts 1719,1,6,6,6,0.00,0.000%,166.66667,164.55,267.90,1011.0
Posts 1720,1,6,6,6,0.00,0.000%,166.66667,157.71,264.49,969.0
Posts 1721,1,10,10,10,0.00,0.000%,100.00000,164.65,221.09,1686.0
Posts 1722,1,6,6,6,0.00,0.000%,166.66667,149.74,256.67,920.0
Posts 1723,1,5,5,5,0.00,0.000%,200.00000,381.05,492.77,1951.0
Posts 1724,1,5,5,5,0.00,0.000%,200.00000,342.19,458.01,1752.0
Posts 1725,1,8,8,8,0.00,0.000%,125.00000,238.40,311.04,1953.0
Posts 1726,1,6,6,6,0.00,0.000%,166.66667,241.54,335.12,1484.0
Posts 1727,1,5,5,5,0.00,0.000%,200.00000,347.66,469.73,1780.0
Posts 1728,1,5,5,5,0.00,0.000%,200.00000,295.90,412.30,1515.0
Posts 1729,1,5,5,5,0.00,0.000%,200.00000,268.55,394.92,1375.0
Posts 1730,1,5,5,5,0.00,0.000%,200.00000,328.32,451.17,1681.0
Posts 1731,1,5,5,5,0.00,0.000%,200.00000,172.46,301.37,883.0
Posts 1732,1,6,6,6,0.00,0.000%,166.66667,281.25,382.98,1728.0
Posts 1733,1,8,8,8,0.00,0.000%,125.00000,190.19,267.82,1558.0
Posts 1734,1,5,5,5,0.00,0.000%,200.00000,205.66,331.45,1053.0
Posts 1735,1,7,7,7,0.00,0.000%,142.85714,214.70,303.57,1539.0
Posts 1736,1,7,7,7,0.00,0.000%,142.85714,177.18,268.28,1270.0
Posts 1737,1,11,11,11,0.00,0.000%,90.90909,143.73,197.80,1619.0
Posts 1738,1,8,8,8,0.00,0.000%,125.00000,181.52,258.42,1487.0
Posts 1739,1,16,16,16,0.00,0.000%,62.50000,98.94,134.46,1621.0
Posts 1740,1,6,6,6,0.00,0.000%,166.66667,207.19,312.01,1273.0
Posts 1741,1,6,6,6,0.00,0.000%,166.66667,291.34,387.37,1790.0
Posts 1742,1,7,7,7,0.00,0.000%,142.85714,204.38,296.60,1465.0
Posts 1743,1,9,9,9,0.00,0.000%,111.11111,181.21,243.49,1670.0
Posts 1744,1,9,9,9,0.00,0.000%,111.11111,150.61,221.90,1388.0
Posts 1745,1,18,18,18,0.00,0.000%,55.55556,45.74,82.03,843.0
Posts 1746,1,6,6,6,0.00,0.000%,166.66667,204.75,309.41,1258.0
Posts 1747,1,7,7,7,0.00,0.000%,142.85714,280.13,360.21,2008.0
Posts 1748,1,8,8,8,0.00,0.000%,125.00000,208.01,288.45,1704.0
Posts 1749,1,8,8,8,0.00,0.000%,125.00000,120.97,197.75,991.0
Posts 1750,1,7,7,7,0.00,0.000%,142.85714,153.46,241.63,1100.0
Posts 1751,1,8,8,8,0.00,0.000%,125.00000,190.06,265.01,1557.0
Posts 1752,1,6,6,6,0.00,0.000%,166.66667,215.49,319.01,1324.0
Posts 1753,1,4,4,4,0.00,0.000%,250.00000,419.92,562.26,1720.0
Posts 1754,1,5,5,5,0.00,0.000%,200.00000,335.94,464.45,1720.0
Posts 1755,1,5,5,5,0.00,0.000%,200.00000,255.86,370.12,1310.0
Posts 1756,1,5,5,5,0.00,0.000%,200.00000,254.88,374.02,1305.0
Posts 1757,1,6,6,6,0.00,0.000%,166.66667,254.39,350.26,1563.0
Posts 1758,1,4,4,4,0.00,0.000%,250.00000,233.15,392.82,955.0
Posts 1759,1,6,6,6,0.00,0.000%,166.66667,277.83,376.14,1707.0
Posts 1760,1,5,5,5,0.00,0.000%,200.00000,338.87,462.11,1735.0
Posts 1761,1,5,5,5,0.00,0.000%,200.00000,367.38,484.96,1881.0
Posts 1762,1,9,9,9,0.00,0.000%,111.11111,130.32,196.61,1201.0
Posts 1763,1,8,8,8,0.00,0.000%,125.00000,224.12,300.78,1836.0
Posts 1764,1,8,8,8,0.00,0.000%,125.00000,162.48,234.99,1331.0
Posts 1765,1,8,8,8,0.00,0.000%,125.00000,213.62,288.70,1750.0
Posts 1766,1,8,8,8,0.00,0.000%,125.00000,200.32,276.98,1641.0
Posts 1767,1,8,8,8,0.00,0.000%,125.00000,115.36,193.97,945.0
Posts 1768,1,150,150,150,0.00,0.000%,6.66667,10.51,14.55,1615.0
Posts 1769,1,4,4,4,0.00,0.000%,250.00000,290.77,437.26,1191.0
Posts 1770,1,5,5,5,0.00,0.000%,200.00000,292.58,415.62,1498.0
Posts 1771,1,6,6,6,0.00,0.000%,166.66667,241.54,346.68,1484.0
Posts 1772,1,4,4,4,0.00,0.000%,250.00000,294.19,452.64,1205.0
Posts 1773,1,5,5,5,0.00,0.000%,200.00000,387.50,500.98,1984.0
Posts 1774,1,4,4,4,0.00,0.000%,250.00000,225.83,384.03,925.0
Posts 1775,1,5,5,5,0.00,0.000%,200.00000,251.37,368.36,1287.0
Posts 1776,1,7,7,7,0.00,0.000%,142.85714,145.09,236.61,1040.0
Posts 1777,1,6,6,6,0.00,0.000%,166.66667,277.18,377.28,1703.0
Posts 1778,1,6,6,6,0.00,0.000%,166.66667,279.62,381.35,1718.0
Posts 1779,1,6,6,6,0.00,0.000%,166.66667,272.95,373.54,1677.0
Posts 1780,1,5,5,5,0.00,0.000%,200.00000,241.02,369.53,1234.0
Posts 1781,1,6,6,6,0.00,0.000%,166.66667,226.24,326.99,1390.0
Posts 1782,1,6,6,6,0.00,0.000%,166.66667,296.06,391.76,1819.0
Posts 1783,1,5,5,5,0.00,0.000%,200.00000,324.02,452.93,1659.0
Posts 1784,1,6,6,6,0.00,0.000%,166.66667,241.86,344.56,1486.0
Posts 1785,1,4,4,4,0.00,0.000%,250.00000,270.75,411.87,1109.0
Posts 1786,1,5,5,5,0.00,0.000%,200.00000,328.12,449.61,1680.0
Posts 1787,1,12,12,12,0.00,0.000%,83.33333,123.78,172.04,1521.0
Posts 1788,1,5,5,5,0.00,0.000%,200.00000,377.93,489.65,1935.0
Posts 1789,1,5,5,5,0.00,0.000%,200.00000,193.55,315.82,991.0
Posts 1790,1,6,6,6,0.00,0.000%,166.66667,200.03,297.53,1229.0
Posts 1791,1,6,6,6,0.00,0.000%,166.66667,235.84,336.91,1449.0
Posts 1792,1,9,9,9,0.00,0.000%,111.11111,174.26,239.15,1606.0
Posts 1793,1,6,6,6,0.00,0.000%,166.66667,178.22,281.25,1095.0
Posts 1794,1,6,6,6,0.00,0.000%,166.66667,276.69,380.05,1700.0
Posts 1795,1,6,6,6,0.00,0.000%,166.66667,195.80,298.50,1203.0
Posts 1796,1,9,9,9,0.00,0.000%,111.11111,156.90,226.13,1446.0
Posts 1797,1,6,6,6,0.00,0.000%,166.66667,266.93,372.88,1640.0
Posts 1798,1,6,6,6,0.00,0.000%,166.66667,187.17,281.25,1150.0
Posts 1799,1,6,6,6,0.00,0.000%,166.66667,222.66,328.61,1368.0
Posts 1800,1,6,6,6,0.00,0.000%,166.66667,249.84,353.68,1535.0
Posts 1801,1,6,6,6,0.00,0.000%,166.66667,286.30,387.70,1759.0
Posts 1802,1,6,6,6,0.00,0.000%,166.66667,266.28,369.47,1636.0
Posts 1803,1,5,5,5,0.00,0.000%,200.00000,276.56,394.14,1416.0
Posts 1804,1,6,6,6,0.00,0.000%,166.66667,196.45,303.87,1207.0
Posts 1805,1,4,4,4,0.00,0.000%,250.00000,247.56,397.22,1014.0
Posts 1806,1,5,5,5,0.00,0.000%,200.00000,172.66,300.20,884.0
Posts 1807,1,4,4,4,0.00,0.000%,250.00000,437.26,591.06,1791.0
Posts 1808,1,5,5,5,0.00,0.000%,200.00000,217.58,330.47,1114.0
Posts 1809,1,5,5,5,0.00,0.000%,200.00000,293.55,419.53,1503.0
Posts 1810,1,6,6,6,0.00,0.000%,166.66667,289.06,393.55,1776.0
Posts 1811,1,5,5,5,0.00,0.000%,200.00000,340.82,459.18,1745.0
Posts 1812,1,5,5,5,0.00,0.000%,200.00000,315.04,432.03,1613.0
Posts 1813,1,4,4,4,0.00,0.000%,250.00000,419.68,573.73,1719.0
Posts 1814,1,4,4,4,0.00,0.000%,250.00000,458.25,608.15,1877.0
Posts 1815,1,6,6,6,0.00,0.000%,166.66667,309.57,409.02,1902.0
Posts 1816,1,7,7,7,0.00,0.000%,142.85714,130.16,219.31,933.0
Posts 1817,1,8,8,8,0.00,0.000%,125.00000,151.98,222.90,1245.0
Posts 1818,1,65,65,65,0.00,0.000%,15.38462,28.49,37.35,1896.0
Posts 1819,1,4,4,4,0.00,0.000%,250.00000,261.23,421.63,1070.0
Posts 1820,1,5,5,5,0.00,0.000%,200.00000,223.44,341.41,1144.0
Posts 1821,1,5,5,5,0.00,0.000%,200.00000,259.77,378.71,1330.0
Posts 1822,1,5,5,5,0.00,0.000%,200.00000,209.96,332.81,1075.0
Posts 1823,1,6,6,6,0.00,0.000%,166.66667,316.89,414.23,1947.0
Posts 1824,1,15,15,15,0.00,0.000%,66.66667,67.32,107.55,1034.0
Posts 1825,1,8,8,8,0.00,0.000%,125.00000,186.52,263.55,1528.0
Posts 1826,1,8,8,8,0.00,0.000%,125.00000,151.37,225.71,1240.0
Posts 1827,1,15,15,15,0.00,0.000%,66.66667,98.44,136.33,1512.0
Posts 1828,1,7,7,7,0.00,0.000%,142.85714,259.91,340.12,1863.0
Posts 1829,1,6,6,6,0.00,0.000%,166.66667,199.87,299.48,1228.0
Posts 1830,1,10,10,10,0.00,0.000%,100.00000,114.84,177.25,1176.0
Posts 1831,1,5,5,5,0.00,0.000%,200.00000,270.31,381.84,1384.0
Posts 1832,1,5,5,5,0.00,0.000%,200.00000,356.05,477.15,1823.0
Posts 1833,1,4,4,4,0.00,0.000%,250.00000,223.14,381.10,914.0
Posts 1834,1,6,6,6,0.00,0.000%,166.66667,151.69,256.51,932.0
Posts 1835,1,5,5,5,0.00,0.000%,200.00000,302.15,426.56,1547.0
Posts 1836,1,4,4,4,0.00,0.000%,250.00000,401.61,559.81,1645.0
Posts 1837,1,6,6,6,0.00,0.000%,166.66667,272.95,367.84,1677.0
Posts 1838,1,5,5,5,0.00,0.000%,200.00000,353.32,475.20,1809.0
Posts 1839,1,4,4,4,0.00,0.000%,250.00000,396.73,540.28,1625.0
Posts 1840,1,4,4,4,0.00,0.000%,250.00000,255.37,404.05,1046.0
Posts 1841,1,5,5,5,0.00,0.000%,200.00000,273.24,398.24,1399.0
Posts 1842,1,6,6,6,0.00,0.000%,166.66667,167.15,270.51,1027.0
Posts 1843,1,5,5,5,0.00,0.000%,200.00000,238.67,356.45,1222.0
Posts 1844,1,4,4,4,0.00,0.000%,250.00000,386.96,539.06,1585.0
Posts 1845,1,4,4,4,0.00,0.000%,250.00000,430.18,571.29,1762.0
Posts 1846,1,4,4,4,0.00,0.000%,250.00000,278.32,422.61,1140.0
Posts 1847,1,6,6,6,0.00,0.000%,166.66667,221.68,327.31,1362.0
Posts 1848,1,5,5,5,0.00,0.000%,200.00000,324.61,450.00,1662.0
Posts 1849,1,5,5,5,0.00,0.000%,200.00000,217.77,332.81,1115.0
Posts 1850,1,4,4,4,0.00,0.000%,250.00000,390.14,545.90,1598.0
Posts 1851,1,6,6,6,0.00,0.000%,166.66667,266.76,361.65,1639.0
Posts 1852,1,4,4,4,0.00,0.000%,250.00000,316.65,458.74,1297.0
Posts 1853,1,4,4,4,0.00,0.000%,250.00000,254.88,403.81,1044.0
Posts 1854,1,5,5,5,0.00,0.000%,200.00000,216.80,337.50,1110.0
Posts 1855,1,5,5,5,0.00,0.000%,200.00000,173.83,302.73,890.0
Posts 1856,1,6,6,6,0.00,0.000%,166.66667,146.16,253.91,898.0
Posts 1857,1,4,4,4,0.00,0.000%,250.00000,301.03,441.65,1233.0
Posts 1858,1,4,4,4,0.00,0.000%,250.00000,346.92,507.81,1421.0
Posts 1859,1,7,7,7,0.00,0.000%,142.85714,252.09,338.73,1807.0
Posts 1860,1,6,6,6,0.00,0.000%,166.66667,147.79,253.58,908.0
Posts 1861,1,6,6,6,0.00,0.000%,166.66667,300.94,395.83,1849.0
Posts 1862,1,6,6,6,0.00,0.000%,166.66667,256.02,354.65,1573.0
Posts 1863,1,6,6,6,0.00,0.000%,166.66667,222.98,318.85,1370.0
Posts 1864,1,6,6,6,0.00,0.000%,166.66667,245.77,340.82,1510.0
Posts 1865,1,5,5,5,0.00,0.000%,200.00000,203.32,327.73,1041.0
Posts 1866,1,4,4,4,0.00,0.000%,250.00000,226.32,384.03,927.0
Posts 1867,1,4,4,4,0.00,0.000%,250.00000,235.35,396.00,964.0
Posts 1868,1,12,12,12,0.00,0.000%,83.33333,147.30,195.39,1810.0
Posts 1869,1,6,6,6,0.00,0.000%,166.66667,307.45,401.20,1889.0
Posts 1870,1,4,4,4,0.00,0.000%,250.00000,429.69,570.56,1760.0
Posts 1871,1,5,5,5,0.00,0.000%,200.00000,233.59,358.79,1196.0
Posts 1872,1,5,5,5,0.00,0.000%,200.00000,362.89,483.01,1858.0
Posts 1873,1,4,4,4,0.00,0.000%,250.00000,291.99,448.00,1196.0
Posts 1874,1,4,4,4,0.00,0.000%,250.00000,230.71,390.38,945.0
Posts 1875,1,4,4,4,0.00,0.000%,250.00000,258.54,417.48,1059.0
Posts 1876,1,5,5,5,0.00,0.000%,200.00000,234.18,355.08,1199.0
Posts 1877,1,6,6,6,0.00,0.000%,166.66667,296.22,392.90,1820.0
Posts 1878,1,5,5,5,0.00,0.000%,200.00000,253.91,367.58,1300.0
Posts 1879,1,5,5,5,0.00,0.000%,200.00000,319.14,444.34,1634.0
Posts 1880,1,6,6,6,0.00,0.000%,166.66667,178.55,274.90,1097.0
Posts 1881,1,5,5,5,0.00,0.000%,200.00000,221.29,347.66,1133.0
Posts 1882,1,5,5,5,0.00,0.000%,200.00000,261.13,387.89,1337.0
Posts 1883,1,4,4,4,0.00,0.000%,250.00000,403.56,559.57,1653.0
Posts 1884,1,5,5,5,0.00,0.000%,200.00000,356.64,475.00,1826.0
Posts 1885,1,5,5,5,0.00,0.000%,200.00000,348.05,468.55,1782.0
Posts 1886,1,4,4,4,0.00,0.000%,250.00000,372.56,527.34,1526.0
Posts 1887,1,6,6,6,0.00,0.000%,166.66667,180.01,286.95,1106.0
Posts 1888,1,4,4,4,0.00,0.000%,250.00000,348.88,495.85,1429.0
Posts 1889,1,4,4,4,0.00,0.000%,250.00000,297.85,449.71,1220.0
Posts 1890,1,5,5,5,0.00,0.000%,200.00000,246.88,363.28,1264.0
Posts 1891,1,5,5,5,0.00,0.000%,200.00000,351.95,466.80,1802.0
Posts 1892,1,4,4,4,0.00,0.000%,250.00000,338.87,479.00,1388.0
Posts 1893,1,4,4,4,0.00,0.000%,250.00000,264.89,423.10,1085.0
Posts 1894,1,4,4,4,0.00,0.000%,250.00000,405.03,553.22,1659.0
Posts 1895,1,5,5,5,0.00,0.000%,200.00000,278.52,392.38,1426.0
Posts 1896,1,6,6,6,0.00,0.000%,166.66667,281.74,384.77,1731.0
Posts 1897,1,6,6,6,0.00,0.000%,166.66667,177.25,277.18,1089.0
Posts 1898,1,5,5,5,0.00,0.000%,200.00000,256.25,382.23,1312.0
Posts 1899,1,5,5,5,0.00,0.000%,200.00000,278.12,405.08,1424.0
Posts 1900,1,5,5,5,0.00,0.000%,200.00000,344.34,458.40,1763.0
Posts 1901,1,5,5,5,0.00,0.000%,200.00000,203.91,321.48,1044.0
Posts 1902,1,6,6,6,0.00,0.000%,166.66667,256.18,354.65,1574.0
Posts 1903,1,10,10,10,0.00,0.000%,100.00000,163.48,226.76,1674.0
Posts 1904,1,7,7,7,0.00,0.000%,142.85714,273.30,354.21,1959.0
Posts 1905,1,14,14,14,0.00,0.000%,71.42857,113.35,156.25,1625.0
Posts 1906,1,9,9,9,0.00,0.000%,111.11111,126.63,197.05,1167.0
Posts 1907,1,8,8,8,0.00,0.000%,125.00000,214.11,284.91,1754.0
Posts 1908,1,5,5,5,0.00,0.000%,200.00000,221.29,342.77,1133.0
Posts 1909,1,6,6,6,0.00,0.000%,166.66667,282.06,380.70,1733.0
Posts 1910,1,6,6,6,0.00,0.000%,166.66667,268.39,373.70,1649.0
Posts 1911,1,6,6,6,0.00,0.000%,166.66667,151.53,256.18,931.0
Posts 1912,1,4,4,4,0.00,0.000%,250.00000,371.83,525.63,1523.0
Posts 1913,1,6,6,6,0.00,0.000%,166.66667,266.28,360.51,1636.0
Posts 1914,1,42,42,42,0.00,0.000%,23.80952,29.37,44.74,1263.0
Posts 1915,1,4,4,4,0.00,0.000%,250.00000,428.96,588.62,1757.0
Posts 1916,1,6,6,6,0.00,0.000%,166.66667,213.54,309.57,1312.0
Posts 1917,1,5,5,5,0.00,0.000%,200.00000,229.69,352.93,1176.0
Posts 1918,1,5,5,5,0.00,0.000%,200.00000,337.11,462.30,1726.0
Posts 1919,1,5,5,5,0.00,0.000%,200.00000,378.12,489.84,1936.0
Posts 1920,1,5,5,5,0.00,0.000%,200.00000,371.09,490.23,1900.0
Posts 1921,1,5,5,5,0.00,0.000%,200.00000,327.93,448.63,1679.0
Posts 1922,1,4,4,4,0.00,0.000%,250.00000,271.97,424.80,1114.0
Posts 1923,1,5,5,5,0.00,0.000%,200.00000,217.19,334.77,1112.0
Posts 1924,1,4,4,4,0.00,0.000%,250.00000,350.34,505.62,1435.0
Posts 1925,1,4,4,4,0.00,0.000%,250.00000,360.35,517.33,1476.0
Posts 1926,1,5,5,5,0.00,0.000%,200.00000,339.26,462.50,1737.0
Posts 1927,1,4,4,4,0.00,0.000%,250.00000,292.48,433.84,1198.0
Posts 1928,1,6,6,6,0.00,0.000%,166.66667,181.64,280.76,1116.0
Posts 1929,1,5,5,5,0.00,0.000%,200.00000,201.17,320.90,1030.0
Posts 1930,1,5,5,5,0.00,0.000%,200.00000,283.20,412.30,1450.0
Posts 1931,1,5,5,5,0.00,0.000%,200.00000,292.38,411.13,1497.0
Posts 1932,1,4,4,4,0.00,0.000%,250.00000,370.61,531.98,1518.0
Posts 1933,1,5,5,5,0.00,0.000%,200.00000,282.42,407.81,1446.0
Posts 1934,1,4,4,4,0.00,0.000%,250.00000,325.68,486.57,1334.0
Posts 1935,1,4,4,4,0.00,0.000%,250.00000,365.23,519.04,1496.0
Posts 1936,1,4,4,4,0.00,0.000%,250.00000,245.61,399.17,1006.0
Posts 1937,1,6,6,6,0.00,0.000%,166.66667,194.99,297.53,1198.0
Posts 1938,1,4,4,4,0.00,0.000%,250.00000,288.09,433.11,1180.0
Posts 1939,1,5,5,5,0.00,0.000%,200.00000,196.68,322.46,1007.0
Posts 1940,1,5,5,5,0.00,0.000%,200.00000,356.45,469.14,1825.0
Posts 1941,1,6,6,6,0.00,0.000%,166.66667,175.13,273.27,1076.0
Posts 1942,1,5,5,5,0.00,0.000%,200.00000,241.02,361.33,1234.0
Posts 1943,1,5,5,5,0.00,0.000%,200.00000,315.82,440.82,1617.0
Posts 1944,1,6,6,6,0.00,0.000%,166.66667,279.46,385.25,1717.0
Posts 1945,1,4,4,4,0.00,0.000%,250.00000,295.17,447.51,1209.0
Posts 1946,1,5,5,5,0.00,0.000%,200.00000,370.12,486.33,1895.0
Posts 1947,1,4,4,4,0.00,0.000%,250.00000,324.46,485.84,1329.0
Posts 1948,1,5,5,5,0.00,0.000%,200.00000,263.67,390.82,1350.0
Posts 1949,1,5,5,5,0.00,0.000%,200.00000,309.96,424.02,1587.0
Posts 1950,1,4,4,4,0.00,0.000%,250.00000,422.36,581.54,1730.0
Posts 1951,1,7,7,7,0.00,0.000%,142.85714,244.42,329.80,1752.0
Posts 1952,1,5,5,5,0.00,0.000%,200.00000,250.00,371.29,1280.0
Posts 1953,1,6,6,6,0.00,0.000%,166.66667,291.34,390.46,1790.0
Posts 1954,1,6,6,6,0.00,0.000%,166.66667,215.66,321.45,1325.0
Posts 1955,1,7,7,7,0.00,0.000%,142.85714,138.11,229.49,990.0
Posts 1956,1,7,7,7,0.00,0.000%,142.85714,218.19,302.18,1564.0
Posts 1957,1,7,7,7,0.00,0.000%,142.85714,236.61,326.03,1696.0
Posts 1958,1,9,9,9,0.00,0.000%,111.11111,148.11,217.88,1365.0
Posts 1959,1,5,5,5,0.00,0.000%,200.00000,238.87,366.41,1223.0
Posts 1960,1,5,5,5,0.00,0.000%,200.00000,332.03,446.09,1700.0
Posts 1961,1,5,5,5,0.00,0.000%,200.00000,207.62,329.69,1063.0
Posts 1962,1,6,6,6,0.00,0.000%,166.66667,275.07,373.54,1690.0
Posts 1963,1,8,8,8,0.00,0.000%,125.00000,220.58,291.50,1807.0
Posts 1964,1,6,6,6,0.00,0.000%,166.66667,215.66,319.34,1325.0
Posts 1965,1,5,5,5,0.00,0.000%,200.00000,285.94,402.73,1464.0
Posts 1966,1,14,14,14,0.00,0.000%,71.42857,100.66,146.48,1443.0
Posts 1967,1,4,4,4,0.00,0.000%,250.00000,427.00,575.93,1749.0
Posts 1968,1,6,6,6,0.00,0.000%,166.66667,278.97,374.19,1714.0
Posts 1969,1,4,4,4,0.00,0.000%,250.00000,321.04,465.82,1315.0
Posts 1970,1,4,4,4,0.00,0.000%,250.00000,332.76,480.47,1363.0
Posts 1971,1,5,5,5,0.00,0.000%,200.00000,214.26,333.98,1097.0
Posts 1972,1,5,5,5,0.00,0.000%,200.00000,224.41,341.41,1149.0
Posts 1973,1,5,5,5,0.00,0.000%,200.00000,312.50,429.10,1600.0
Posts 1974,1,4,4,4,0.00,0.000%,250.00000,251.22,410.64,1029.0
Posts 1975,1,6,6,6,0.00,0.000%,166.66667,142.25,251.30,874.0
Posts 1976,1,4,4,4,0.00,0.000%,250.00000,450.44,604.74,1845.0
Posts 1977,1,4,4,4,0.00,0.000%,250.00000,366.21,524.66,1500.0
Posts 1978,1,4,4,4,0.00,0.000%,250.00000,240.48,396.00,985.0
Posts 1979,1,4,4,4,0.00,0.000%,250.00000,367.43,527.59,1505.0
Posts 1980,1,4,4,4,0.00,0.000%,250.00000,428.71,588.62,1756.0
Posts 1981,1,4,4,4,0.00,0.000%,250.00000,285.89,442.63,1171.0
Posts 1982,1,4,4,4,0.00,0.000%,250.00000,320.07,469.24,1311.0
Posts 1983,1,5,5,5,0.00,0.000%,200.00000,276.17,402.93,1414.0
Posts 1984,1,5,5,5,0.00,0.000%,200.00000,264.06,391.60,1352.0
Posts 1985,1,6,6,6,0.00,0.000%,166.66667,294.76,392.74,1811.0
Posts 1986,1,5,5,5,0.00,0.000%,200.00000,280.47,395.31,1436.0
Posts 1987,1,6,6,6,0.00,0.000%,166.66667,214.52,313.15,1318.0
Posts 1988,1,5,5,5,0.00,0.000%,200.00000,164.06,296.09,840.0
Posts 1989,1,6,6,6,0.00,0.000%,166.66667,218.26,311.69,1341.0
Posts 1990,1,5,5,5,0.00,0.000%,200.00000,287.70,404.10,1473.0
Posts 1991,1,5,5,5,0.00,0.000%,200.00000,338.28,450.20,1732.0
Posts 1992,1,7,7,7,0.00,0.000%,142.85714,205.36,291.85,1472.0
Posts 1993,1,6,6,6,0.00,0.000%,166.66667,199.54,300.94,1226.0
Posts 1994,1,4,4,4,0.00,0.000%,250.00000,334.47,478.27,1370.0
Posts 1995,1,6,6,6,0.00,0.000%,166.66667,175.94,282.06,1081.0
Posts 1996,1,5,5,5,0.00,0.000%,200.00000,308.98,424.02,1582.0
Posts 1997,1,7,7,7,0.00,0.000%,142.85714,174.94,264.79,1254.0
Posts 1998,1,8,8,8,0.00,0.000%,125.00000,144.04,221.80,1180.0
Posts 1999,1,11,11,11,0.00,0.000%,90.90909,127.93,182.79,1441.0
Posts 2000,1,12,12,12,0.00,0.000%,83.33333,84.07,133.71,1033.0
Task2,1,14327,14327,14327,0.00,0.000%,.03438,97.11,137.02,2892474.0
TOTAL,2003,14,3,14327,320.14,0.000%,68.86238,194.22,274.04,2888.1
